name, created_at, deposit_signature, withdraw_signature, proxy_contract, stake_token
address.dapp.frax-finance_0, None, None, None, 0x853d955aCEf822Db058eb8505911ED77F175b99e, 0x853d955aCEf822Db058eb8505911ED77F175b99e
address.dapp.frax-finance_1, None, None, None, 0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0, 0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0
address.dapp.frax-finance_2, None, None, None, 0xcf37B62109b537fa0Cb9A90Af4CA72f6fb85E241, 0xcf37B62109b537fa0Cb9A90Af4CA72f6fb85E241
address.dapp.aave_0, None, None, None, 0x24a42fd28c976a61df5d00d0599c34c4f90748c8,
address.dapp.aave_1, None, None, None, 0x398ec7346dcd622edc5ae82352f02be94c62d119,
address.dapp.aave_2, None, None, None, 0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,
address.dapp.aave_3, None, None, None, 0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04,
address.dapp.aave_4, None, None, None, 0xfc1e690f61efd961294b3e1ce3313fbd8aa4f85d,
address.dapp.aave_5, None, None, None, 0x9ba00d6856a4edf4665bca2c2309936572473b7e,
address.dapp.aave_6, None, None, None, 0x625ae63000f46200499120b906716420bd059240,
address.dapp.aave_7, None, None, None, 0x4da9b813057d04baef4e5800e36083717b4a0341,
address.dapp.aave_8, None, None, None, 0x71fc860f7d3a592a4a98740e39db31d25db65ae8,
address.dapp.aave_9, None, None, None, 0xe1ba0fb44ccb0d11b80f92f4f8ed94ca3ff51d00,
address.dapp.aave_10, None, None, None, 0x9d91be44c06d373a8a226e1f3b146956083803eb,
address.dapp.aave_11, None, None, None, 0x7d2d3688df45ce7c552e19c27e007673da9204b8,
address.dapp.aave_12, None, None, None, 0xa64bd6c70cb9051f6a9ba1f163fdc07e0dfb5f84,
address.dapp.aave_13, None, None, None, 0x6fce4a401b6b80ace52baaefe4421bd188e76f6f,
address.dapp.aave_14, None, None, None, 0x7deb5e830be29f91e298ba5ff1356bb7f8146998,
address.dapp.aave_15, None, None, None, 0x71010a9d003445ac60c4e6a7017c1e89a477b438,
address.dapp.aave_16, None, None, None, 0x328c4c80bc7aca0834db37e6600a6c49e12da4de,
address.dapp.aave_17, None, None, None, 0xfc4b8ed459e00e5400be803a9bb3954234fd50e3,
address.dapp.aave_18, None, None, None, 0x6fb0855c404e09c47c3fbca25f08d4e41f9f062f,
address.dapp.kyberswap_0, None, None, None, 0x833e4083b7ae46cea85695c4f7ed25cdad8886de,
address.dapp.kyberswap_1, None, None, None, 0x1c87257f5e8609940bc751a07bb085bb7f8cdbe6,
address.dapp.kyberswap_2, None, None, None, 0x6a65e062ce8290007301296f3c6ae446af7bdeec,
address.dapp.kyberswap_3, None, None, None, 0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,
address.dapp.xy-finance_0, None, None, None, 0x73ce60416035b8d7019f6399778c14ccf5c9c7a1, 0x73ce60416035b8d7019f6399778c14ccf5c9c7a1
address.dapp.xy-finance_1, None, None, None, 0x7de7b07c9ff24a35c70fea573d429d6223c3f8b0, 0x7de7b07c9ff24a35c70fea573d429d6223c3f8b0
address.dapp.xy-finance_2, None, None, None, 0x44a54941e572c526a599b0ebe27a14a5bf159333,
address.dapp.xy-finance_3, None, None, None, 0x778c974568e376146dbc64ff12ad55b2d1c4133f,
address.dapp.xy-finance_4, None, None, None, 0x8e921191a9dc6832c1c360c7c7b019efb7c29b2d,
address.dapp.xy-finance_5, None, None, None, 0x3243278e0f93cd6f88fc918e0714baf7169afab8,
address.dapp.xy-finance_6, None, None, None, 0xdd8b0995cc92c7377c7bce2a097ec70f45a192d5,
address.dapp.xy-finance_7, None, None, None, 0x2f6ccc4a900ee42f822892b8c024aaa08af89701,
address.dapp.xy-finance_8, None, None, None, 0x3689d3b912d4d73ffcaad3a80861e7caf2d4f049,
address.dapp.xy-finance_9, None, None, None, 0x77777777772cf0455fb38ee0e75f38034dfa50de,
address.dapp.tetra_0, None, None, None, 0x01d59af68e2dcb44e04c50e05f62e7043f2656c3, 0x01d59af68e2dcb44e04c50e05f62e7043f2656c3
address.dapp.dxdao_0, None, None, None, 0x519b70055af55a007110b4ff99b0ea33071c720a,
address.dapp.dxdao_1, None, None, None, 0x643b14f6ea235668278da5974930105852f2b7c4,
address.dapp.dxdao_2, None, None, None, 0x7a927a93f221976aae26d5d077477307170f0b7c,
address.dapp.dxdao_3, None, None, None, 0x9f828ac3baa9003e8a4e0b24bcae7b027b6740b0,
address.dapp.dxdao_4, None, None, None, 0x4564bfe303900178578769b2d76b1a13533e5fd5,
address.dapp.dxdao_5, None, None, None, 0x1cb5b2bb4030220ad5417229a7a1e3c373cdd2f6,
address.dapp.dxdao_6, None, None, None, 0x4d8db062defa0254d00a44aa1602c30594e47b12,
address.dapp.dxdao_7, None, None, None, 0x2e6fae82c77e1d6433ccaaaf90281523b99d0d0a,
address.dapp.dxdao_8, None, None, None, 0xce045b491f6e32b994a75b407a8e431c62827015,
address.dapp.lido_0, None, None, None, 0xb8ffc3cd6e7cf5a098a1c92f48009765b24088dc,
address.dapp.lido_1, None, None, None, 0x5a98fcbea516cf06857215779fd812ca3bef1b32,
address.dapp.lido_2, None, None, None, 0xae7ab96520de3a18e5e111b5eaab095312d7fe84,
address.dapp.lido_3, None, None, None, 0x55032650b14df07b85bf18a3a3ec8e0af2e028d5,
address.dapp.lido_4, None, None, None, 0x442af784a788a5bd6f42a01ebe9f287a871243fb,
address.dapp.lido_5, None, None, None, 0x3a6bd15abf19581e411621d669b6a2bbe741ffd6,
address.dapp.lido_6, None, None, None, 0xab55bf4dfbf469ebfe082b7872557d1f87692fe6,
address.dapp.lido_7, None, None, None, 0x2e59a20f205bb85a89c53f1936454680651e618e,
address.dapp.lido_8, None, None, None, 0xf73a1260d222f447210581ddf212d915c09a3249,
address.dapp.lido_9, None, None, None, 0xb9e5cbb9ca5b0d659238807e84d0176930753d86,
address.dapp.lido_10, None, None, None, 0x3e40d73eb977dc6a537af587d48316fee66e9c8c,
address.dapp.lido_11, None, None, None, 0x4b3edb22952fb4a70140e39fb1add05a6b49622b,
address.dapp.lido_12, None, None, None, 0xdb46c277da1599390eab394327602889e9546296,
address.dapp.lido_13, None, None, None, 0x753d5167c31fbeb5b49624314d74a957eb271709,
address.dapp.lido_14, None, None, None, 0x99ac10631f69c753ddb595d074422a0922d9056b,
address.dapp.lido_15, None, None, None, 0x6140182b2536ae7b6cfcfb2d2bab0f6fe0d7b58e,
address.dapp.lido_16, None, None, None, 0x8f1155447ee97b5ae147a01a5c420b0fddf0370d,
address.dapp.rally_0, None, None, None, 0x9cf178df8ddb65b9ea7d4c2f5d1610eb82927230,
address.dapp.uniswapV3_0, None, None, None, 0x1f98431c8ad98523631ae4a59f267346ea31f984,
address.dapp.uniswapV3_1, None, None, None, 0x5ba1e12693dc8f9c48aad8770482f4739beed696,
address.dapp.uniswapV3_2, None, None, None, 0xb753548f6e010e7e680ba186f9ca1bdab2e90cf2,
address.dapp.uniswapV3_3, None, None, None, 0xbfd8137f7d1516d3ea5ca83523914859ec47f573,
address.dapp.uniswapV3_4, None, None, None, 0xb27308f9f90d607463bb33ea1bebb41c27ce5ab6,
address.dapp.uniswapV3_5, None, None, None, 0xe592427a0aece92de3edee1f18e0157c05861564,
address.dapp.uniswapV3_6, None, None, None, 0x42b24a95702b9986e82d421cc3568932790a48ec,
address.dapp.uniswapV3_7, None, None, None, 0x91ae842a5ffd8d12023116943e72a606179294f3,
address.dapp.uniswapV3_8, None, None, None, 0xee6a57ec80ea46401049e92587e52f5ec1c24785,
address.dapp.uniswapV3_9, None, None, None, 0xc36442b4a4522e871399cd717abdd847ab11fe88,
address.dapp.uniswapV3_10, None, None, None, 0xa5644e29708357803b5a882d272c41cc0df92b34,
address.dapp.uniswapV3_11, None, None, None, 0x6c6bc977e13df9b0de53b251522280bb72383700,
address.dapp.uniswapV3_12, None, None, None, 0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,
address.dapp.uniswapV3_13, None, None, None, 0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,
address.dapp.uniswapV3_14, None, None, None, 0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,
address.dapp.uniswapV3_15, None, None, None, 0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,
address.dapp.uniswapV3_16, None, None, None, 0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,
address.dapp.uniswapV3_17, None, None, None, 0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,
address.dapp.uniswapV3_18, None, None, None, 0x04916039b1f59d9745bf6e0a21f191d1e0a84287,
address.dapp.uniswapV3_19, None, None, None, 0x886072a44bdd944495eff38ace8ce75c1eacdaf6,
address.dapp.uniswapV3_20, None, None, None, 0xf83d5aaab14507a53f97d3c18bdb52c4a62efc40,
address.dapp.uniswapV3_21, None, None, None, 0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,
address.dapp.uniswapV3_22, None, None, None, 0xff2bdf3044c601679dede16f5d4a460b35cebfee,
address.dapp.uniswapV3_23, None, None, None, 0xbb2e5c2ff298fd96e166f90c8abacaf714df14f8,
address.dapp.uniswapV3_24, None, None, None, 0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6,
address.dapp.uniswapV3_25, None, None, None, 0x5598931bfbb43eec686fa4b5b92b5152ebadc2f6,
address.dapp.uniswapV3_26, None, None, None, 0x1470ee019f673d0a4ec2c7cd0322a8c17c4f1a61,
address.dapp.uniswapV3_27, None, None, None, 0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,
address.dapp.uniswapV3_28, None, None, None, 0xdc7b403e2e967eaf6c97d79316d285b8a112fda7,
address.dapp.uniswapV3_29, None, None, None, 0x1c74dde716d3f2a1df5097b7c2543c5d97cfa4d3,
address.dapp.uniswapV3_30, None, None, None, 0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,
address.dapp.uniswapV3_31, None, None, None, 0xe8c6c9227491c0a8156a0106a0204d881bb7e531,
address.dapp.uniswapV3_32, None, None, None, 0x8581788cef3b7ee7313fea15fe279dc2f6c43899,
address.dapp.uniswapV3_33, None, None, None, 0x14de8287adc90f0f95bf567c0707670de52e3813,
address.dapp.uniswapV3_34, None, None, None, 0x0dc9877f6024ccf16a470a74176c9260beb83ab6,
address.dapp.uniswapV3_35, None, None, None, 0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,
address.dapp.uniswapV3_36, None, None, None, 0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,
address.dapp.uniswapV3_37, None, None, None, 0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,
address.dapp.uniswapV3_38, None, None, None, 0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,
address.dapp.uniswapV3_39, None, None, None, 0x2efec2097beede290b2eed63e2faf5ecbbc528fc,
address.dapp.uniswapV3_40, None, None, None, 0x3fe55d440adb6e07fa8e69451f5511d983882487,
address.dapp.uniswapV3_41, None, None, None, 0x60594a405d53811d3bc4766596efd80fd545a270,
address.dapp.uniswapV3_42, None, None, None, 0x788f0399b9f012926e255d9f22ceea845b8f7a32,
address.dapp.uniswapV3_43, None, None, None, 0x82bd0e16516f828a0616038002e152aa6f27aedc,
address.dapp.uniswapV3_44, None, None, None, 0x5447b274859457f11d7cc7131b378363bbee4e3a,
address.dapp.uniswapV3_45, None, None, None, 0xbb256c2f1b677e27118b0345fd2b3894d2e6d487,
address.dapp.uniswapV3_46, None, None, None, 0x2a84e2bd2e961b1557d6e516ca647268b432cba4,
address.dapp.uniswapV3_47, None, None, None, 0x19e286157200418d6a1f7d1df834b82e65c920aa,
address.dapp.uniswapV3_48, None, None, None, 0xfaace66bd25abff62718abd6db97560e414ec074,
address.dapp.uniswapV3_49, None, None, None, 0x3482296547783cb714c49e13717cd163b2951ba8,
address.dapp.uniswapV3_50, None, None, None, 0xae614a7a56cb79c04df2aeba6f5dab80a39ca78e,
address.dapp.uniswapV3_51, None, None, None, 0x2552018fa2768fd0af10d32a4c38586a9bade6ce,
address.dapp.uniswapV3_52, None, None, None, 0xefbd546647fda46067225bd0221e08ba91071584,
address.dapp.uniswapV3_53, None, None, None, 0x32a2c4c25babedc810fa466ab0f0c742df3a3555,
address.dapp.uniswapV3_54, None, None, None, 0x86e69d1ae728c9cd229f07bbf34e01bf27258354,
address.dapp.uniswapV3_55, None, None, None, 0x07aa6584385cca15c2c6e13a5599ffc2d177e33b,
address.dapp.uniswapV3_56, None, None, None, 0x3139bbba7f4b9125595cb4ebeefdac1fce7ab5f1,
address.dapp.uniswapV3_57, None, None, None, 0x3cec6746ebd7658f58e5d786e0999118fea2905c,
address.dapp.uniswapV3_58, None, None, None, 0x85498e26aa6b5c7c8ac32ee8e872d95fb98640c4,
address.dapp.uniswapV3_59, None, None, None, 0x5eb5dc3d8c74413834f1ca65c3412f48cd1c67a6,
address.dapp.uniswapV3_60, None, None, None, 0x7ddc2c3d12a9212112e5f99602ab16c338ec1116,
address.dapp.uniswapV3_61, None, None, None, 0x35815d67f717e7bce9cc8519bdc80323ecf7d260,
address.dapp.uniswapV3_62, None, None, None, 0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,
address.dapp.uniswapV3_63, None, None, None, 0x2356b745747ed77191844c025eddc894fce5f5f6,
address.dapp.uniswapV3_64, None, None, None, 0x4628a0a564debfc8798eb55db5c91f2200486c24,
address.dapp.uniswapV3_65, None, None, None, 0xa80964c5bbd1a0e95777094420555fead1a26c1e,
address.dapp.uniswapV3_66, None, None, None, 0xbfa7b27ac817d57f938541e0e86dbec32a03ce53,
address.dapp.uniswapV3_67, None, None, None, 0x5c0f97e0ed70e0163b799533ce142f650e39a3e6,
address.dapp.uniswapV3_68, None, None, None, 0xdceaf5d0e5e0db9596a47c0c4120654e80b1d706,
address.dapp.uniswapV3_69, None, None, None, 0x28af48a3468bc4a00221cd35e10b746b9f945b14,
address.dapp.uniswapV3_70, None, None, None, 0xf15054bc50c39ad15fdc67f2aedd7c2c945ca5f6,
address.dapp.uniswapV3_71, None, None, None, 0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,
address.dapp.uniswapV3_72, None, None, None, 0xb2cd930798efa9b6cb042f073a2ccea5012e7abf,
address.dapp.uniswapV3_73, None, None, None, 0xc2ceaa15e6120d51daac0c90540922695fcb0fc7,
address.dapp.uniswapV3_74, None, None, None, 0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,
address.dapp.uniswapV3_75, None, None, None, 0xc3881fbb90daf3066da30016d578ed024027317c,
address.dapp.uniswapV3_76, None, None, None, 0x632e675672f2657f227da8d9bb3fe9177838e726,
address.dapp.uniswapV3_77, None, None, None, 0xc9c3d642cfefc60858655d4549cb5acd5495e90e,
address.dapp.uniswapV3_78, None, None, None, 0x57af956d3e2cca3b86f3d8c6772c03ddca3eaacb,
address.dapp.uniswapV3_79, None, None, None, 0x9db9e0e53058c89e5b94e29621a205198648425b,
address.dapp.uniswapV3_80, None, None, None, 0xb6873431c2c0e6502143148cae4fab419a325826,
address.dapp.uniswapV3_81, None, None, None, 0xd340b57aacdd10f96fc1cf10e15921936f41e29c,
address.dapp.uniswapV3_82, None, None, None, 0x7f54b107fb1552292d8f2eb0c95c9ae14af1a181,
address.dapp.uniswapV3_83, None, None, None, 0x45f199b8af62ab2847f56d0d2866ea20da0c9bbc,
address.dapp.uniswapV3_84, None, None, None, 0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,
address.dapp.uniswapV3_85, None, None, None, 0x13236638051f7643c0006f92b72789684dc92477,
address.dapp.uniswapV3_86, None, None, None, 0x391e8501b626c623d39474afca6f9e46c2686649,
address.dapp.uniswapV3_87, None, None, None, 0xb13b2113dc40e8c2064f6d49577250d9f6131c28,
address.dapp.uniswapV3_88, None, None, None, 0x1c83f897788c1bb0880de4801422f691f34406b6,
address.dapp.uniswapV3_89, None, None, None, 0x9663f2ca0454accad3e094448ea6f77443880454,
address.dapp.uniswapV3_90, None, None, None, 0x44f6a8b9ff94ac5dbbafb305b185e940561c5c7f,
address.dapp.uniswapV3_91, None, None, None, 0x564ac0f88de8b7754ee4c0403a26a386c6bf89f5,
address.dapp.uniswapV3_92, None, None, None, 0xdc2c21f1b54ddaf39e944689a8f90cb844135cc9,
address.dapp.uniswapV3_93, None, None, None, 0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc,
address.dapp.uniswapV3_94, None, None, None, 0x6b1c477b4c67958915b194ae8b007bf078dadb81,
address.dapp.uniswapV3_95, None, None, None, 0xfaa318479b7755b2dbfdd34dc306cb28b420ad12,
address.dapp.uniswapV3_96, None, None, None, 0x64652315d86f5dfae30885fbd29d1da05b63add7,
address.dapp.uniswapV3_97, None, None, None, 0xa424cea71c4aea3d11877240b2f221c027c0e0be,
address.dapp.uniswapV3_98, None, None, None, 0xf5381d47148ee3606448df3764f39da0e7b25985,
address.dapp.uniswapV3_99, None, None, None, 0x9e0905249ceefffb9605e034b534544684a58be6,
address.dapp.everrise_0, None, None, None, 0x0cd022dde27169b20895e0e2b2b8a33b25e63579,
address.dapp.everrise_1, None, None, None, 0x7d92730c33032e2770966c4912b3c9917995dc4e,
address.dapp.everrise_2, None, None, None, 0x1490eaa0de0b2d4f9fe0e354a7d99d6c6532be84,
address.dapp.everrise_3, None, None, None, 0x429ca183c5f4b43f09d70580c5365a6d21cccd47,
address.dapp.everrise_4, None, None, None, 0x97ecbd0d97d7555ff688ca5a7ac2241250d6118e,
address.dapp.everrise_5, None, None, None, 0x2c0ca846369948baf8466092f876f35a49fc85ec,
address.dapp.everrise_6, None, None, None, 0x2de489e462f0246609aaec8b1d9523ae77cdc996,
address.dapp.everrise_7, None, None, None, 0x04755275d66ea650ea257cc2dda4a718280234cf,
address.dapp.everrise_8, None, None, None, 0x7b4b277edef60c0615269a9dfd2a48134ef00c1c,
address.dapp.everrise_9, None, None, None, 0xc10b392ebd5bb7f974f928bc1263a9967a53a00f,
address.dapp.everrise_10, None, None, None, 0xc17c30e98541188614df99239cabd40280810ca3,
address.dapp.everrise_11, None, None, None, 0x23cd2e6b283754fd2340a75732f9ddbb5d11807e,
address.dapp.everrise_12, None, None, None, 0x1d1bf3cdd4f2398602a08e24872248e7c6fdb851,
address.dapp.everrise_13, None, None, None, 0x4fa72dd7ec160a4f2d9683216e6ae71a6a15427a,
address.dapp.everrise_14, None, None, None, 0x1c57a5ee9c5a90c9a5e31b5265175e0642b943b1,
address.dapp.everrise_15, None, None, None, 0x9d05c410bf0410cef5704eeb7de4a56706d4f649,
address.dapp.everrise_16, None, None, None, 0xb365ef04bd58fcf7624389cce0183385ee330d9e,
address.dapp.everrise_17, None, None, None, 0xcf00cae055c9ef9ed0303b81ed4c02e3bb0b0c7d,
address.dapp.wax-ethereum-bridge_0, None, None, None, 0x894f3a40ab8051b350f85b3edeb7c7b83fcb6dac,
address.dapp.wax-ethereum-bridge_1, None, None, None, 0x24b22b031ae1b5a6b09f9a0fd33613a40e0d70e6,
address.dapp.wax-ethereum-bridge_2, None, None, None, 0xb140a429c342083e97daf42d5d82634bd7ade7d4,
address.dapp.wax-ethereum-bridge_3, None, None, None, 0x7a2bc711e19ba6aff6ce8246c546e8c4b4944dfd,
address.dapp.clipper-dex_0, None, None, None, 0xcc12532e95c2a6a4c53af153b9b739a3cc9218a7,
address.dapp.linchNetwork_0, None, None, None, 0x11111112542d85b3ef69ae05771c2dccff4faa26,
address.dapp.linchNetwork_1, None, None, None, 0x111111125434b319222cdbf8c261674adb56f3ae,
address.dapp.tokemak_0, None, None, None, 0x2e9d63788249371f1dfc918a52f8d799f4a38c94,
address.dapp.tokemak_1, None, None, None, 0xc803737d3e12cc4034dde0b2457684322100ac38,
address.dapp.tokemak_2, None, None, None, 0xd3d13a578a53685b4ac36a1bab31912d2b2a2f36,
address.dapp.tokemak_3, None, None, None, 0x04bda0cf6ad025948af830e75228ed420b0e860d,
address.dapp.tokemak_4, None, None, None, 0xa760e26aa76747020171fcf8bda108dfde8eb930,
address.dapp.shibaSwap_0, None, None, None, 0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,
address.dapp.shibaSwap_1, None, None, None, 0x27c70cd1946795b66be9d954418546998b546634,
address.dapp.shibaSwap_2, None, None, None, 0xf7a0383750fef5abace57cc4c9ff98e3790202b3,
address.dapp.shibaSwap_3, None, None, None, 0xa57d319b3cf3ad0e4d19770f71e63cf847263a0b,
address.dapp.shibaSwap_4, None, None, None, 0xb4a81261b16b92af0b9f7c4a83f1e885132d81e4,
address.dapp.shibaSwap_5, None, None, None, 0x9813037ee2218799597d83d4a5b6f3b6778218d9,
address.dapp.octus-bridge_0, None, None, None, 0xe29b04b9c6712080f79b2dac5211b18b279d5de0,
address.dapp.octus-bridge_1, None, None, None, 0x5889d26ad270540e315b028dd39ae0ecb3de6179,
address.dapp.octus-bridge_2, None, None, None, 0xf4404070f63a7e19be0b1dd89a5fb88e12c0173a,
address.dapp.octus-bridge_3, None, None, None, 0x9167b72fbd1241d2c3c991a7940eba98221e28f4,
address.dapp.octus-bridge_4, None, None, None, 0x0af4829e5bdab0294c6fc5b81bbc2c89be4ef9ef,
address.dapp.octus-bridge_5, None, None, None, 0x8ce9a84da59c1e8031ba095d4fbf057edfb860c7,
address.dapp.octus-bridge_6, None, None, None, 0x87af01bd535c17fd2c33b3001f582326420bb778,
address.dapp.octus-bridge_7, None, None, None, 0x032d06b4cc8a914b85615acd0131c3e0a7330968,
address.dapp.octus-bridge_8, None, None, None, 0x81598d5362eac63310e5719315497c5b8980c579,
address.dapp.octus-bridge_9, None, None, None, 0xf8a0d53ddc6c92c3c59824f380c0f3d2a3cf521c,
address.dapp.octus-bridge_10, None, None, None, 0xf67d8b970a0a955b5ff2a80b8dfd6aff21567633,
address.dapp.octus-bridge_11, None, None, None, 0x55046f53eb9fa069286969d73432b769f068e1fc,
address.dapp.octus-bridge_12, None, None, None, 0x8d589f403d5232e37bd30e02260ea6b6ad061f3f,
address.dapp.octus-bridge_13, None, None, None, 0xf2403a61c7a97a1a1b94a225173f6dd03614b907,
address.dapp.octus-bridge_14, None, None, None, 0x4dee4b939371a9957f5f36a26341f40a88eed0cc,
address.dapp.octus-bridge_15, None, None, None, 0x9c217efa90a6a2bb5f0543a0be7d682ce6cf5275,
address.dapp.octus-bridge_16, None, None, None, 0xdb3c2515da400e11bcaf84f3b5286f18fff1868f,
address.dapp.octus-bridge_17, None, None, None, 0x687d0fa2c74a2ddfbda08da2ef494b64a967b7fa,
address.dapp.octus-bridge_18, None, None, None, 0xf94b6a3f69d5701c1f6e2c9869afe7fe93e659e5,
address.dapp.octus-bridge_19, None, None, None, 0x4cb1fa4dceef4ef1b55362cc4eeee6d12611e1a0,
address.dapp.octus-bridge_20, None, None, None, 0xcb05dec5a6ad3dbc08c6d8dcb9e4063f7c546aa9,
address.dapp.octus-bridge_21, None, None, None, 0x81cab7ace1415b23b3ce813be10fd948e4338b36,
address.dapp.octus-bridge_22, None, None, None, 0x79272f1746510c789a38cced88ec5f0da62dc560,
address.dapp.octus-bridge_23, None, None, None, 0xd270bc05d8f90a11720d1e92992151cb5a553a28,
address.dapp.octus-bridge_24, None, None, None, 0xd7544c2b0e54abed300db794bead1c682b7c051b,
address.dapp.octus-bridge_25, None, None, None, 0x280512206b859c9e41d42ff4f86e643036161c56,
address.dapp.immortal_0, None, None, None, 0x011c77fa577c500deedad364b8af9e8540b808c0,
address.dapp.dforce_0, None, None, None, 0x1180c114f7fadcb6957670432a3cf8ef08ab5354,
address.dapp.dforce_1, None, None, None, 0x2f956b2f801c6dad74e87e7f45c94f6283bf0f45,
address.dapp.dforce_2, None, None, None, 0x5acd75f21659a59ffab9aebaf350351a8bfaabc0,
address.dapp.dforce_3, None, None, None, 0x5812fcf91adc502a765e5707ebb3f36a07f63c02,
address.dapp.dforce_4, None, None, None, 0x298f243ad592b6027d4717fbe9decda668e3c3a8,
address.dapp.dforce_5, None, None, None, 0xb3dc7425e63e1855eb41107134d471dd34d7b239,
address.dapp.dforce_6, None, None, None, 0x164315ea59169d46359baa4bcc6479bb421764b6,
address.dapp.dforce_7, None, None, None, 0x24677e213dec0ea53a430404cf4a11a6dc889fce,
address.dapp.dforce_8, None, None, None, 0x47566acd7af49d2a192132314826ed3c3c5f3698,
address.dapp.dforce_9, None, None, None, 0xbec9a824d6da8d0f923fd9fbec4faa949d396320,
address.dapp.dforce_10, None, None, None, 0x1adc34af68e970a93062b67344269fd341979eb0,
address.dapp.dforce_11, None, None, None, 0x44c324970e5cbc5d4c3f3b7604cbc6640c2dcfbf,
address.dapp.dforce_12, None, None, None, 0x4013e6754634ca99af31b5717fa803714fa07b35,
address.dapp.dforce_13, None, None, None, 0x237c69e082a94d37ebdc92a84b58455872e425d6,
address.dapp.dforce_14, None, None, None, 0x591595bfae3f5d51a820ecd20a1e3fbb6638f34b,
address.dapp.dforce_15, None, None, None, 0xd1254d280e7504836e1b0e36535ebff248483cee,
address.dapp.dforce_16, None, None, None, 0xfa2e831c674b61475c175b2206e81a5938b298dd,
address.dapp.dforce_17, None, None, None, 0x028db7a9d133301bd49f27b5e41f83f56ab0faa6,
address.dapp.dforce_18, None, None, None, 0xf54954ba7e3cdfda23941753b48039ab5192aea0,
address.dapp.dforce_19, None, None, None, 0xab9c8c81228abd4687078ebda5ae236789b08673,
address.dapp.dforce_20, None, None, None, 0xa4c13398dadb3a0a7305647b406acdcd0689fcc5,
address.dapp.dforce_21, None, None, None, 0x3481e1a5a8014f9c7e03322e4d4532d8ec723409,
address.dapp.dforce_22, None, None, None, 0xaab2bab88ceedcf6788f45885155b278fad09110,
address.dapp.dforce_23, None, None, None, 0xb0ffbd1e81b60c4e8a8e19cef3a6a92fe18be86d,
address.dapp.0xprotocol_0, None, None, None, 0x12459c951127e0c374ff9105dda097662a027093,
address.dapp.0xprotocol_1, None, None, None, 0x618f9c67ce7bf1a50afa1e7e0238422601b0ff6e,
address.dapp.0xprotocol_2, None, None, None, 0x407b4128e9ecad8769b2332312a9f655cb9f5f3a,
address.dapp.0xprotocol_3, None, None, None, 0x39dce47a67ad34344eab877eae3ef1fa2a1d50bb,
address.dapp.0xprotocol_4, None, None, None, 0x4f833a24e1f95d70f028921e27040ca56e09ab0b,
address.dapp.0xprotocol_5, None, None, None, 0x5468a1dc173652ee28d249c271fa9933144746b1,
address.dapp.0xprotocol_6, None, None, None, 0xdef1c0ded9bec7f1a1670819833240f027b25eff,
address.dapp.0xprotocol_7, None, None, None, 0x22f9dcf4647084d6c31b2765f6910cd85c178c18,
address.dapp.popcorn_0, None, None, None, 0xbba11b41407df8793a89b44ee4b50afad4508555,
address.dapp.popcorn_1, None, None, None, 0x109d2034e97ec88f50beebc778b5a5650f98c124,
address.dapp.popcorn_2, None, None, None, 0xdf203cefcd2422e4dca95d020cb9eb986788f7ae,
address.dapp.popcorn_3, None, None, None, 0xb5cb5710044d1074097c17b7535a1cf99cbfb17f,
address.dapp.popcorn_4, None, None, None, 0xeee1d31297b042820349b03027ab3b13a9406184,
address.dapp.elyfi_0, None, None, None, 0xa93008fd32eb24e488ddaa6c0aa152559fda9e8c,
address.dapp.elyfi_1, None, None, None, 0xd804e198d25a1920522ca0094a670184a9c972d7,
address.dapp.elyfi_2, None, None, None, 0xcd668b44c7cf3b63722d5ce5f655de68dd8f2750,
address.dapp.elyfi_3, None, None, None, 0x527c901e05228f54a9a63151a924a97622f9f173,
address.dapp.elyfi_4, None, None, None, 0xe0bda8e3a27e889837ae37970fe97194453ee79c,
address.dapp.feiprotocol_0, None, None, None, 0x8d5ed43dca8c2f7dfb20cf7b53cc7e593635d7b9, 0x8d5ed43dca8c2f7dfb20cf7b53cc7e593635d7b9
